,,Day,Start Time,End Time,Camp,Neighbourhood,Event Name,Description of Event,,Workshop / Class,Food / Drink,Performance / Show,Wellness / Yoga,Music / Dance,Game / Activity,19+
O0291,L0282,Friday,16:00,17:30,Steeped in Art,TINKER,Make Moist Balls Moister,"Juggling at all Levels: Squeeze, roll, and fondle your way to perfectly plump, moisture-proof juggling balls. Then toss ’em around in lessons for all levels—get as moist as you want without a soggy flop. Slippery skills, cheeky fun!",Friday 16:00 - 17:30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0325,L0315,Friday,16:00,18:00,Mahjong Camp,PRECIPITATION,Mahjong Lounge Open,"Learn, play, watch, laugh, and let the tiles decide your fate. A cozy social table for first-timers and seasoned tile whisperers.",Friday 16:00 - 18:00,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Friday,16:00,17:00,Tune Camp,BLACK ROCK,Classical hour with Markus and friends,Any classical musicians feel free to come join in,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
,,Friday,16:00,18:00,Picnic Party,SCORCH,Casino of Many Things,"Bring your best bartering items to the Casino, test your mind, body and spirit against the house, winner takes all! No item? No problem, tasks can build credit at the Casino. Come on by and try your luck!",Friday 16:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0386,L0374,Friday,16:00,18:00,NERRRRRDS,YES...AND?,Can You Lick It?,"…and how moist is it?! Team up & spin the wheel, or watch & cheer on the chaos. 16+ game",Friday 16:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Friday,16:00,17:00,Welcome to Arcadia,YES...AND?,Shocking Grasp,"Looking to bring a spark to your bedroom? A casual introduction to electrical play. Safety, equipment, and the do’s and don’ts. 19+",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
O0440,L0426,Friday,16:00,19:00,Ripple Effect,DOACRACY,Ask a Marine Biologist! (we might know),"Drop in for an “ask-anything” one-on-one chat with marine biologists! Kelp, salmon, tentacles, spawning, whelks, tsunamis, whales, and whatever else! “I don’t know” is often the best answer in science…",Friday 16:00 - 19:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0501,L0485,Friday,16:00,17:00,Slut Camp,SIDEQUEST,Pledge to House Slut,"Official slut citizenship ceremony. Don the red veil, recite the words, leave soaked.",Friday 16:00 - 17:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0125,L0123,Friday,16:20,18:20,Base Camp,FORMS,Happy Hour Art Parade,"Do you love side quests? Or are you an overwhelmed newbie? Maybe you leave Otherworld every year realizing you never took the time to check out all that is to be had downstairs. Royal Circus Theme, come all you Clownz, Quings and Keens!",Friday 16:20 - 18:20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
O0611,L0593,Friday,16:20,17:02,The Mollusk Nation,ASHLAND,Clam Bake,Celebrate 420 at the Pearl Palace with a gaggle of messy mollusks,Friday 16:20 - 17:02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0110,L0108,Friday,16:30,17:30,Campocalypse, SPARK,Polnik & Snook’s Polka and Snacks,"Partake in savory probiotic preserves picnic style, serenaded by satisfying polka",Friday 16:30 - 17:30,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
O0477,L0462,Friday,16:30,17:30,Six Degrees of Bacon,COLLECTION,Expand Your Kitchen Table - ENM Speed Friending,"Curious or practicing ENM? Our team of Plant- Based Poly Piggies wants to help you find the community of your dreams! Expand your kitchen table polycule and meet some like-minded pals using our rapid-fire, get-to- know-ya questions.",Friday 16:30 - 17:30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0614,L0596,Friday,16:30,18:00,The Mother Tree,KINDLE,ZenThai Shiatsu Partner Massage,"Root into presence, connection and touch beneath the canopy for a guided fusion of Thai massage, Zen Shiatsu & Osteothai. No exp needed. Arrive with clean feet, clothes on, and an open heart.",Friday 16:30 - 18:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
,,Friday,16:30,18:30,True Love Temple,BROOD,True Love Parade,Join us in a colorful procession where each step is a declaration of affection and every movement a testament to our interconnectedness. Celebrate love and unity in community.,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Friday,16:45,18:15,True Love Temple,BROOD,Co-Regulation Magic,"Come get grounded and explore game-changing practices for connection. We’ll use sounding, breath & gentle, embodied contact. Warning: Side effects may include deep relaxation & the warm fuzzies. Hosted by certified sex & intimacy educator Maxine",,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0335,L0324,Friday,17:00,18:00,Moistly Helpful Help Desk,TINKER,Hair Help,"Having a bad hair day? Can’t pull off the style you were hoping for? Has your hair become disarrayed and your camp too far away? Get hair styling help at the Moistly Helpful Help Desk from completely inexperience, unqualified stylists.",Fri - Sat 17:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0033,L0031,Friday,17:00,18:00,Big Top Rouge,EVAPORATION,Contact Juggling- 0 to Hero with Lukas,"Create powerful illusions and impressive gravity defying balance. Master the art of isolation, balance, and rolling. Here to share some knowledge for the next generation of orb wizards! Please bring your own ball(s) if you have them.",Friday 17:00 - 18:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0057,L0055,Friday,17:00,18:00,Camp Mystic Redneck,PRECIPITATION,Mystic Redneck Super Serious Sillymony,"Where hyper new-age spirituality and profane foolery meet in an ancient Mystic Redneck ritual vortex of rip-roarin back-40 galactivation. Come for some dirty n’ offensive ascension, ol’ fashion cosmic absurdity, and let’s Make Atlantis Great Again!",Friday 17:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0080,L0078,Friday,17:00,17:30,Camp UMAMI,SIDEQUEST,Shark Tank,"A pitch competition where players (min. 2) draw shark cards from a deck, read the species facts aloud for the group, and must convince everyone else which shark is the best. You do not need to pitch the shark you drew but everyone does need to agree.",Friday 17:00 - 17:30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0093,L0091,Friday,17:00,18:00,Camp Who Says Ni,YES...AND?,Spiced Cider/Mead,"All natural, liquid inebriants, courtesy of our apple and/or bee friends.",Friday 17:00 - 18:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0198,L0194,Friday,17:00,19:00,Faffway Village,SMOLDER,Formal Friday Block Party,"Formal Friday Block Party with The Fafffway Village & Cult-de-sac. 5-7pm: see you in your Friday best on F Street for our Glizzy Gala, Pickle Fountain, Cat Tree Portraits, Confession Concession, Captain’s Cocktail Hour, Casino of Many Things & more!",Friday 17:00 - 19:00,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
O0236,L0231,Friday,17:00,18:30,Harmonious Haberdashery,PRECIPITATION,Gin and Tonic Blackout Poetry,"You bring the gin, we bring everything else! Join us to distill and share sonnets and soliloquies from seducing romance novels. Cozy spots to sit, no experience required.",Friday 17:00 - 18:30,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
O0264,L0255,Friday,17:00,18:00,Ironic Spin,SANDSTORM,Friday Kick-off with Yours Truly,"Truly, this is yours.",Friday 17:00 - 18:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0319,L0308,Friday,17:00,19:00,Magical Mystery (Bus) Cruise,SCORCH,Captain’s Cocktail Hour and Cabaret,Swing by the Salty Seal Lounge and take in our low bar entertainment and whatever cocktail your drinks package will get you as the Magical Mystery Cruise departs port for the Pole(s). Special appearance by Celine Dijon.,Friday 17:00 - 19:00,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
O0536,L0520,Friday,17:00,17:00,Temple of Jeff,SMOLDER,How To Join A Cult Workshop,"Bring your red sneakers, we will be serving Kool-Aid.",Friday 17:00 - 17:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0597,L0579,Friday,17:00,18:00,The Fizzy Familiar,YES...AND?,Gnoam Sweet Gnoam,"A one hour whimsical birthday celebration. Frolics, fungi, and faerie brews. There’s no place like gnome.",Friday 17:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0609,L0591,Friday,17:00,18:00,The Magic Stick,TINKER,Stick In The Mud,"Get that stick in the mud and join us for a guided nature stroll through the rainforest with a seasoned naturalist and forager, discovering our magical flora and fauna and their traditional uses.",Friday 17:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0643,L0625,Friday,17:00,20:00,Blorb!,ROAMING,Blorb!,Play i-spy with a 10ft tall eyeball monster and his vibrant entourage the Playblorb Blorbies,Friday 17:00 - 20:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Friday,17:10,18:00,Tune Town Stage,BLACK ROCK,Blood on the Clocktower,Blood on the Clocktower (Murder Mystery Game),,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0507,L0491,Friday,17:30,18:30,Smut Café,EVAPORATION,SLUG,Level 400 Erotica: 19+ education experience exploring the slug’s moist erotic properties. Reading of Megan Milks’ iconic “Slug” followed by experiential learning. Immerse yourself in the wetness. Towels not provided.,Friday 17:30 - 18:30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
O0254,L0246,Friday,17:55,23:50,Reframing, SPARK,Inner Child Post Box Re-Birth through the birth canal,"Arrive at Reframing and transform as you enter the secret door, travel back through the birth canal and re- birth yourself through the vulva and into the Inner Child Post Box then write your inner child a post card. (Open 9am-2am - come by anytime)",Friday 17:55 - 23:50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Friday,17:55,23:50,Reframing, SPARK,Inner Child Post Box,"Saunter out of the Reframing Art Project filled with inspiration and carry forward to your inner child, a message from the future. We will mail your postcard to you in 9 months’ time (Open 9am- 2am - come by anytime)",Friday 17:55 - 23:50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0055,L0053,Friday,18:00,21:00,Bubbly Bar,BLACK ROCK,SLICE N’ DICE!,RRRRROLE the dice for a pizza slice! We trade fresh pizza in exchange for general tomfoolery decided by your dice role.,Friday 18:00 - 21:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
O0094,L0092,Friday,18:00,19:00,Camp Who Says Ni,YES...AND?,Fortune Telling,"Consult the wisdom of the spirit realm from a fully qualified expert, E&OE",Friday 18:00 - 19:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0111,L0109,Friday,18:00,19:00,Campocalypse, SPARK,Second Annual Gary’s Chair Smashing Ceremony,"Second Annual Gary’s Chair Smashing Ceremony: Repent for sitting. Sign up to smash a chair inside the Thunderdome, accompanied by a song of your choice. Sledgehammer and safety gear provided. Praise Gary.",Friday 18:00 - 19:00,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
O0131,L0129,Friday,18:00,19:00,CLuG,SANDSTORM,SAPPHIC SPEED DATING,"SAPPHIC SPEED DATING: Expect flirty prompts, sexy eye contact, cute crushes, queer chaos and in tents chemistry. For femmes, thems, and anyone who identifies as sapphic. Come meet your next crush, best friend, situationship, or muse for the weekend.",Friday 18:00 - 19:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0160,L0158,Friday,18:00,03:00,Dyke Chilling Park,CONDENSATION,Dyke Karaoke,Dyke Karaoke: Come belt your heart out to songs by our favourite lesbian icons. Or songs about geographical dykes. We’ll have a list.,Friday 18:00 - 03:00,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
O0167,L0165,Friday,18:00,19:30,Electric Circus,MIDDLE EARTH,Poolside Dad Bod Speedo Disco,"Poolside Dad Bod Speedo Disco: Bring your armbands, floaties, swimsuits and Speedos for a strictly moist, uplifting chuggy disco house poolside party with dance music veteran lifeguard CRAIGISON (9000ears). * There will be no qualified lifeguards on duty ** There will be no pool",Friday 18:00 - 19:30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,,Friday,18:00,22:00,Welcome to Arcadia,YES...AND?,Screaming Banshee Tavern,Come make merry with some faries and sample our magical liquides! Alcoholic and non-alcoholic drinks available,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Friday,18:00,20:00,Welcome to Arcadia,YES...AND?,Brews and Brawls,Grab a drink and watch our fighters clash! Cheer on your favourites while you lounge.,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
O0182,L0178,Friday,18:00,19:00,Empress Camp,DOACRACY,Inflatable Costume Walk,Inflatable Costume Walk: Do you have an inflatable Unicorn or TRex or other inflatable costume gathering dust in your closet? Bring it and join us for a walk around Otherworld. All inflatable costumes welcome. Meet at Empress Camp at 6 pm. Route to be determined.,Friday 18:00 - 19:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0193,L0189,Friday,18:00,19:30,Fairytale BookHub Café & Trash Fence Kid’s Play Area,COLLECTION,Italian Ritual Cord Magic,Italian Ritual Cord Magic: Learn the Italian folk magic of ritual cord cutting and binding with hand-spun wool,Friday 18:00 - 19:30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Friday,18:00,00:00,Flower Bower,EVAPORATION,Flower Bower Boutique,Flower Bower Boutique: Deflower us! ...by accessorizing yourself with fabulous clip-on flowers and other faux floral creations at our 24-hour self-service boutique. Dewiness not guaranteed. Floral fashion consultants available spore-adically.,Friday 18:00 - 00:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0293,L0284,Friday,18:00,19:00,Kiki at The Playground,ASHLAND,Burlesque for Beginners,Burlesque for Beginners: A burlesque crash course for beginners. EveryBODY is welcome!,Friday 18:00 - 19:00,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
O0336,L0325,Friday,18:00,19:00,Moistly Helpful Help Desk,TINKER,Want your mommy?,"Want your mommy?: Are you making good choices? Need an intervention? A seasoned (but nowhere near perfect and maybe slightly inebriated) mom will dispense scolding, advice, oversight and support at the Moistly Helpful Help Desk for those in need of parenting.",Friday 18:00 - 19:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0373,L0361,Friday,18:00,19:00,Nauti Norse,SIDEQUEST,Mead Offering (19+),Mead Offering (19+): Come fill your cup as mead will flow freely from our tavern. Crafted by one of the nautiest of our Nauti Norse members.,Friday 18:00 - 19:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
O0397,L0385,Friday,18:00,20:00,Orcar Camp,ROAMING,Orcar’s First Breach,Orcar’s First Breach: Come meet Orcar! Crack open the weekend with a toast and your best whale sound at the Orcar home base before our pod rolls out to play.,Friday 18:00 - 20:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0478,L0463,Friday,18:00,19:00,Six Degrees of Bacon,COLLECTION,Hog Wild Happy Hour,"Hog Wild Happy Hour: Come kick off the weekend at Warthog’s Apothecary! We will be serving up pig-nature cocktails/mocktails to MOIST your whistle, barnyard shenanigans and a rompin’ good time! Costumes highly encouraged, bonus points for pig ones!",Friday 18:00 - 19:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Friday,18:00,19:00,Mary Poppin's Pop Up,CONDENSATION,MILF society first AGM,Terms of reference inaugural discussion of bylaws for the MILF society,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0359,L0347,Friday,18:09,15:09,Picnic Party,SCORCH,Mykl maff,"Mykl maff: Calling all mykls, identifying as and aspiring mykls Come learn and expand your mykl math knowledge. Inspired by the lost boys brought to you by uncle Bree",Friday 18:09 - 15:09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Friday,18:10,18:55,Tune Camp,BLACK ROCK,Scout shorefox,"You probably seen the magic, you know, you love",,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
O0541,L0525,Friday,18:30,00:30,The Abyss,CONDENSATION,PartyWolf’s Marquee Metal Montage,"PartyWolf’s Marquee Metal Montage: Sidle on up to our speaker-wall bar, crush a cold one and bang your head along to the finest selection of metal music OW has to offer while fiddling with some vintage audio gear or literally staring into The (infinity mirror table) Abyss.",Friday 18:30 - 00:30,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
,,Friday,20:45,22:00,Bass House Brunch Bunch,COLLECTION,Moonlit Tales,Where kids and kids drift off into dreamland with interactive storytimes and tea. ,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
O0007,L0006,Friday,19:00,21:00,Chai Trance,MOOP,Full Power Chai,Full Power Chai: Full power Chai- serving that fire masala chai for your third eye,Friday 19:00 - 21:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0095,L0093,Friday,19:00,20:00,Camp Who Says Ni,YES...AND?,Soup Stockade,Soup Stockade: Hot soup from a cauldron to warm your weary soul,Friday 19:00 - 20:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0096,L0094,Friday,19:00,20:00,Camp Who Says Ni,YES...AND?,Alchemy 101,"Alchemy 101: Uncover the secret to transforming lead into gold, or childhood trauma into a dark sense of humor! Learn from our most qualified masters of medieval pseudoscience.",Friday 19:00 - 20:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Friday,19:00,21:00,Tune Camp,BLACK ROCK,Open Jams,Come collaborate all skill levels welcome,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0265,L0256,Friday,19:00,02:00,Ironic Spin,SANDSTORM,Ironic Spin Crew Showcase,Ironic Spin Crew Showcase: THE SICKEST BEATS THE DEADEST DROPS AND THE MOST SELF- INDULGENT SETS. JK- we have a good time and so will you,Friday 19:00 - 02:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0302,L0292,Friday,19:00,20:00,Little Big,SMOLDER,What Could Go Wrong,"What Could Go Wrong: An Otherworld UnTalent Show: A celebration of mediocrity, almost- skills, and unfinished passions. Share something you’re not that good at (but love anyway) and be judged on sincerity, emotional overinvestment, and commitment to almostness. Low effort welcome.",Friday 19:00 - 20:00,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
O0402,L0390,Friday,19:00,20:00,OTHER Red Tent,COLLECTION,Matrilineal Womb Healing Ceremony,"Matrilineal Womb Healing Ceremony: Honour the wisdom of your maternal ancestral lineage by connecting with your energetic womb space through guided meditation and embodied movement. *Please note: This ceremony is open to all women (cis & trans), non-binary & gender fluid folks.",Friday 19:00 - 20:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0427,L0414,Friday,19:00,20:00,Recovery House,EVAPORATION,12 Step All Recovery Meeting at Recovery House.,12 Step All Recovery Meeting at Recovery House.: 12 Step All Recovery Meeting. Everyone welcome!,Friday 19:00 - 20:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
